nombre,telefono,web_link,direccion,codigo_postal,latitude,longitude,descripcion,maps_link,place_id,sector,tipo_instalacion,subtipo_instalacion,provincia,municipio,otro1,otro2,id,comarca,area_actividad,otro3
Polideportivo TRAPA,,,"Aldea o Mariño, 46, 15999 Goyanes, A Coruña",15999.0,42.7541175,-8.938750599999999,,"https://www.google.com/maps/place/Polideportivo+TRAPA/@42.7541175,-8.938750599999999,14z/data=!4m8!1m2!2m1!1sPolideportivo+TRAPA!3m4!1s0xd2f26a449e638c3:0xc4b0badce84b0cbb!8m2!3d42.7541175!4d-8.938750599999999",ChIJwzjmSaQmLw0RuwxL6Ny6sMQ,Fitness center,Fitness center,Fitness center,Galicia,,"swimming pool, Triñans, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",77,Noia,,
Piscinas Míguez,+34 986 53 06 79,https://www.piscinasmiguez.com/,"N-550, 4, 36655 Caldas de Reis, Pontevedra",36655.0,42.5877911,-8.6431325,,"https://www.google.com/maps/place/Piscinas+M%C3%ADguez/@42.5877911,-8.6431325,14z/data=!4m8!1m2!2m1!1sPiscinas+M%C3%ADguez!3m4!1s0xd2f0d3cf9776025:0x4fd785f2166d9377!8m2!3d42.5877911!4d-8.6431325",ChIJJWB3-TwNLw0Rd5NtFvKF108,Piscinas,Swimming facility,Swimming facility,Galicia,,"swimming pool, Triñans, Galicia, ES",{},78,Caldas,,
Therfri Norte Piscinas Gallegas,+34 986 18 11 63,http://www.piscinasgallegas.com/,"Rúa do Areal, 59, 36519 Lalín, Pontevedra",36519.0,42.6653983,-8.108503299999999,,"https://www.google.com/maps/place/Therfri+Norte+Piscinas+Gallegas/@42.6653983,-8.108503299999999,14z/data=!4m8!1m2!2m1!1sTherfri+Norte+Piscinas+Gallegas!3m4!1s0xd2fc739c66c8073:0xcb143df77c41e8cd!8m2!3d42.6653983!4d-8.108503299999999",ChIJc4BsxjnHLw0RzehBfPc9FMs,Tienda de artículos para piscinas,Swimming pool supply store,Swimming pool supply store,Galicia,,"swimming pool, Triñans, Galicia, ES","{""Service options"": {""Delivery"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",79,Deza,,
Pavillón da Raña,+34 610 10 18 86,http://concellodemarin.es/?s=A+ra%C3%B1a,"Rúa Recamán, 26, 36915 Marín, Pontevedra",36915.0,42.3841577,-8.6976914,,"https://www.google.com/maps/place/Pavill%C3%B3n+da+Ra%C3%B1a/@42.384157699999996,-8.6976914,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+da+Ra%C3%B1a!3m4!1s0xd2f6f8444d3f8df:0xf3e61f12de43f4a7!8m2!3d42.384157699999996!4d-8.6976914",ChIJ3_jTRIRvLw0Rp_RD3hIf5vM,Complexo deportivo,Sports complex,Sports complex,Galicia,,"swimming pool, Triñans, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",80,Morrazo,,
Centro deportivo municipal de Campolongo - BeOne Fitness & Sport,+34 986 86 38 55,http://beone.es/campolongo,"Praza da Constitución, s/n, 36003 Pontevedra",36003.0,42.4272692,-8.6443935,,"https://www.google.com/maps/place/Centro+deportivo+municipal+de+Campolongo+-+BeOne+Fitness+%26+Sport/@42.4272692,-8.6443935,14z/data=!4m8!1m2!2m1!1sCentro+deportivo+municipal+de+Campolongo+-+BeOne+Fitness+%26+Sport!3m4!1s0xd2f71ced064360f:0x3d8fee70b2977bc3!8m2!3d42.4272692!4d-8.6443935",ChIJDzZk0M5xLw0Rw3uXsnDujz0,Centro deportivo,Swimming pool,"Swimming pool, Gymnastics center, Fitness center",Galicia,,"swimming pool, Triñans, Galicia, ES","{""Service options"": {""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Sauna"": true, ""Swimming pool"": true, ""Toilets"": true, ""Wi-Fi"": true}, ""Children"": {""Good for kids"": true}}",81,Pontevedra,,
Complexo Deportivo Municipal A Fieiteira,+34 981 87 36 46,http://ribeira.gal/,"CP-7305, 3, 15967 Ribeira, A Coruña",15967.0,42.5467177,-8.9980992,,"https://www.google.com/maps/place/Complexo+Deportivo+Municipal+A+Fieiteira/@42.546717699999995,-8.9980992,14z/data=!4m8!1m2!2m1!1sComplexo+Deportivo+Municipal+A+Fieiteira!3m4!1s0xd2f38330993a19f:0x3bc57bc35b4d2b1!8m2!3d42.546717699999995!4d-8.9980992",ChIJn6GTCTM4Lw0RsdK0NbxXvAM,Polideportivo,Sports complex,"Sports complex, Fitness center",Galicia,Ribeira,"swimming pool, Triñans, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",82,Barbanza,,
Centro de Deportes Acuáticos Chapela,+34 986 45 07 37,http://www.centrodeportivochapela.es/,"Avda. San Telmo, 60, 36320 Chapela, Pontevedra",36320.0,42.2662218,-8.6755217,,"https://www.google.com/maps/place/Centro+de+Deportes+Acu%C3%A1ticos+Chapela/@42.2662218,-8.6755217,14z/data=!4m8!1m2!2m1!1sCentro+de+Deportes+Acu%C3%A1ticos+Chapela!3m4!1s0xd2f6326ba8cde51:0x5510ddd6aa67de2b!8m2!3d42.2662218!4d-8.6755217",ChIJUd6MuiZjLw0RK95nqtbdEFU,attractions,Public swimming pool,"Public swimming pool, Gym",Galicia,,"swimming pool, Triñans, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",83,Vigo,,
Hotel Apartamentos Spa Nanín Playa en Sanxenxo,+34 986 69 15 00,http://www.nanin.com/,"PO-308, s/n, 36960 Sanxenxo, Pontevedra",36960.0,42.3984544,-8.788079699999999,"Relaxed hotel offering a spa, an outdoor pool & direct beach access, plus a restaurant & free Wi-Fi.","https://www.google.com/maps/place/Hotel+Apartamentos+Spa+Nan%C3%ADn+Playa+en+Sanxenxo/@42.3984544,-8.788079699999999,14z/data=!4m8!1m2!2m1!1sHotel+Apartamentos+Spa+Nan%C3%ADn+Playa+en+Sanxenxo!3m4!1s0xd2f68f1febca705:0x86c51d11105dbdb5!8m2!3d42.3984544!4d-8.788079699999999",ChIJBae8_vFoLw0Rtb1dEBEdxYY,hotels,Swimming pool,"Swimming pool, Spa, Hotel, Holiday apartment",Galicia,,"swimming pool, Triñans, Galicia, ES","{""Other"": {""Beach access"": true, ""Spa"": true, ""Pool"": true, ""Free Wi-Fi"": true, ""Star rating"": ""3 stars"", ""Check-in time"": ""15:00""}, ""Amenities"": {""Free Wi-Fi"": true}}",84,Salnés,,
Piscina Cenlle,,,"32454 Cenlle, Province of Ourense",32454.0,42.3460528,-8.0861779,,"https://www.google.com/maps/place/Piscina+Cenlle/@42.346052799999995,-8.0861779,14z/data=!4m8!1m2!2m1!1sPiscina+Cenlle!3m4!1s0xd2ff3faa2909eb1:0xa4012c0e9a3801d1!8m2!3d42.346052799999995!4d-8.0861779",ChIJsZ6QovrzLw0R0QE4mg4sAaQ,Piscina,Swimming pool,Swimming pool,Galicia,Cenlle,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",85,Ribeiro,,
"Polideportivo A Carballeira ""Secundino Basalo""",,,"Rúa Hórreo, 13, 32002 Ourense",32002.0,42.3338257,-7.874577599999999,,"https://www.google.com/maps/place/Polideportivo+A+Carballeira+%22Secundino+Basalo%22/@42.3338257,-7.874577599999999,14z/data=!4m8!1m2!2m1!1sPolideportivo+A+Carballeira+%22Secundino+Basalo%22!3m4!1s0xd2ff91ebd17c2a5:0x6b6a2c24aa0cb257!8m2!3d42.3338257!4d-7.874577599999999",ChIJpcIXvR75Lw0RV7IMqiQsams,Polideportivo,Sports complex,Sports complex,Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",86,Orense,,
Gaels Centro de Ocio,,http://www.gaels.es/,"Bajada al Balneario, 32, 32459 Ourense, Province of Ourense",32459.0,42.3282852,-8.030305799999999,,"https://www.google.com/maps/place/Gaels+Centro+de+Ocio/@42.328285199999996,-8.030305799999999,14z/data=!4m8!1m2!2m1!1sGaels+Centro+de+Ocio!3m4!1s0xd2ff69608625e5b:0x18f5c1ef96e0d91c!8m2!3d42.328285199999996!4d-8.030305799999999",ChIJW15iCJb2Lw0RHNnglu_B9Rg,Centro de paintball,Paintball center,Paintball center,Galicia,Cenlle,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",87,Ribeiro,,
EVOFIT ORENSE,+34 988 68 66 15,,"Rúa Carballo, 1 PARQUE TECNOLOGICO DE, 32900, Province of Ourense",32900.0,42.294425,-7.802346,,"https://www.google.com/maps/place/EVOFIT+ORENSE/@42.294425,-7.802346,14z/data=!4m8!1m2!2m1!1sEVOFIT+ORENSE!3m4!1s0xd2ff9367fc2eef3:0x99f3bd87e6b6cf06!8m2!3d42.294425!4d-7.802346",ChIJ8-7Cfzb5Lw0RBs-25oe985k,Gimnasio,Gymnastics center,Gymnastics center,Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""Online classes"": true, ""Outdoor services"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true, ""Swimming pool"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Parking"": {""Free parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",88,Orense,,
Pazo dos Deportes Paco Paz,+34 988 31 79 00,https://www.pazopacopaz.es/,"Finca Sevilla, 41, 32005 Ourense",32005.0,42.3170959,-7.8641223,,"https://www.google.com/maps/place/Pazo+dos+Deportes+Paco+Paz/@42.3170959,-7.8641223,14z/data=!4m8!1m2!2m1!1sPazo+dos+Deportes+Paco+Paz!3m4!1s0xd2ffec8d796d5cf:0x6a94ad10c586ccea!8m2!3d42.3170959!4d-7.8641223",ChIJz9WW18j-Lw0R6syGxRCtlGo,Centro deportivo,Fitness center,"Fitness center, Gymnastics center, Yoga studio",Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Basketball court"": true, ""Sauna"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Children"": {""Good for kids"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",89,Orense,,
Polideportivo municipal de Maside,,,"Estrada de Cea, 18I, 32570 Maside, Ourense",32570.0,42.4144028,-8.0269259,,"https://www.google.com/maps/place/Polideportivo+municipal+de+Maside/@42.4144028,-8.0269259,14z/data=!4m8!1m2!2m1!1sPolideportivo+municipal+de+Maside!3m4!1s0xd2ff1e85327adbd:0x99f8ee2e47a9d47d!8m2!3d42.4144028!4d-8.0269259",ChIJva0nU-jxLw0RfdSpRy7u-Jk,Polideportivo,Sports complex,Sports complex,Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",90,O Carballiño,,
Polideportivo IES Universidade Laboral,,,"Rúa Cuña de Cima, 22, 32005 Ourense",32005.0,42.3173363,-7.8542371,,"https://www.google.com/maps/place/Polideportivo+IES+Universidade+Laboral/@42.3173363,-7.8542371,14z/data=!4m8!1m2!2m1!1sPolideportivo+IES+Universidade+Laboral!3m4!1s0xd2fffb3fb1fdc0b:0xbdecb10241c69c31!8m2!3d42.3173363!4d-7.8542371",ChIJC9wf-7P_Lw0RMZzGQQKx7L0,Polideportivo,Sports complex,Sports complex,Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",91,Orense,,
Pavillón dos Remedios,+34 988 37 05 39,http://www.deportesourense.com/,"Av. Pardo de Cela, 2, 32002 Ourense, Province of Ourense",32002.0,42.3435785,-7.8703596,,"https://www.google.com/maps/place/Pavill%C3%B3n+dos+Remedios/@42.3435785,-7.8703596,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+dos+Remedios!3m4!1s0xd2ffeb49429299f:0x72ecd0fb03a79210!8m2!3d42.3435785!4d-7.8703596",ChIJnykplLT-Lw0REJKnA_vQ7HI,Complexo deportivo,Sports complex,"Sports complex, Fitness center",Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",92,Orense,,
Ximnasio Golfiños,+34 988 22 43 97,,"Av. de Celanova, 1, 32002 Barbadás, Province of Ourense",32002.0,42.3142608,-7.884230599999999,,"https://www.google.com/maps/place/Ximnasio+Golfi%C3%B1os/@42.3142608,-7.8842305999999995,14z/data=!4m8!1m2!2m1!1sXimnasio+Golfi%C3%B1os!3m4!1s0xd2ff8d9f58014a7:0xdc347080351c33c4!8m2!3d42.3142608!4d-7.8842305999999995",ChIJpxSA9dn4Lw0RxDMcNYBwNNw,Gimnasio,Gymnastics center,Gymnastics center,Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Swimming pool"": true}, ""Children"": {""Good for kids"": true}}",93,Orense,,
Polideportivo Taboadela,,,"32690 Taboadela, Province of Ourense",32690.0,42.2394115,-7.821175399999999,,"https://www.google.com/maps/place/Polideportivo+Taboadela/@42.239411499999996,-7.8211753999999996,14z/data=!4m8!1m2!2m1!1sPolideportivo+Taboadela!3m4!1s0xd2554fb88f96111:0xd82a9aa575ae4fd!8m2!3d42.239411499999996!4d-7.8211753999999996",ChIJEWH5iPtUJQ0R_eRaV6qpgg0,Polideportivo,Sports complex,Sports complex,Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",94,Orense,,
Polideportivo O Pompeo,,,"R. do Vilar, 32005 Ourense",32005.0,42.3324975,-7.8648853,,"https://www.google.com/maps/place/Polideportivo+O+Pompeo/@42.332497499999995,-7.8648853,14z/data=!4m8!1m2!2m1!1sPolideportivo+O+Pompeo!3m4!1s0xd2ffece596cc865:0x97a6a4aa33e672da!8m2!3d42.332497499999995!4d-7.8648853",ChIJZchsWc7-Lw0R2nLmM6qkppc,Polideportivo,Sports complex,Sports complex,Galicia,,"sports complex, Esposende (Cenlle), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",95,Orense,,
Centro de entrenamiento personal MAREAFIT,+34 635 47 90 43,,"Rúa Xunqueira, 26, 36620 Vilanova de Arousa, Pontevedra",36620.0,42.565503,-8.8286804,,"https://www.google.com/maps/place/Centro+de+entrenamiento+personal+MAREAFIT/@42.565503,-8.8286804,14z/data=!4m8!1m2!2m1!1sCentro+de+entrenamiento+personal+MAREAFIT!3m4!1s0xd2f1500617144a9:0x31fe2068d2884cd4!8m2!3d42.565503!4d-8.8286804",ChIJqURxYQAVLw0R1EyI0mgg_jE,Centro deportivo,Fitness center,Fitness center,Galicia,O Grove,"fitness center, Deiro (Tremoedo), Galicia, ES",{},96,Salnés,,
Vivesan Fitness,+34 722 28 93 16,,"Rúa Venezuela, 32500 O Carballiño, Ourense",32500.0,42.4303684,-8.0806425,,"https://www.google.com/maps/place/Vivesan+Fitness/@42.4303684,-8.0806425,14z/data=!4m8!1m2!2m1!1sVivesan+Fitness!3m4!1s0xd2feda93cac8803:0x431e5c9a422ffdbf!8m2!3d42.4303684!4d-8.0806425",ChIJA4isPKntLw0Rv_0vQppcHkM,Centro de salud y bienestar,Wellness center,"Wellness center, Pilates studio, Yoga studio",Galicia,,"fitness center, Torron, O (Carballiño, O), Galicia, ES","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Other"": {""Identifies as women-owned"": true}}",97,O Carballiño,,
Fitness Salud,+34 611 09 07 17,,"Calle República de Argentina, 6, 32500 O Carballiño, Province of Ourense",32500.0,42.4314612,-8.0804233,,"https://www.google.com/maps/place/Fitness+Salud/@42.4314612,-8.0804233,14z/data=!4m8!1m2!2m1!1sFitness+Salud!3m4!1s0xd2fed35f6a7433b:0x56c8b0fdb008c07!8m2!3d42.4314612!4d-8.0804233",ChIJO0On9jXtLw0RB4wA2w-LbAU,Gimnasio,Gym,Gym,Galicia,,"fitness center, Torron, O (Carballiño, O), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Sauna"": true, ""Toilets"": true, ""Wi-Fi"": true, ""Swimming pool"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",98,O Carballiño,,
Ximnasio Korpore,+34 988 60 99 86,https://instagram.com/korporefitness?igshid=YmMyMTA2M2Y=,"Rúa Juan Corral Pajariño, 9, 32500 O Carballiño, Ourense",32500.0,42.4270133,-8.0803213,,"https://www.google.com/maps/place/Ximnasio+Korpore/@42.4270133,-8.0803213,14z/data=!4m8!1m2!2m1!1sXimnasio+Korpore!3m4!1s0xd2fed866d3cf45b:0x10bac4aa45b91df!8m2!3d42.4270133!4d-8.0803213",ChIJW_Q8bYbtLw0R35FbpEqsCwE,Gimnasio,Gymnastics center,"Gymnastics center, Athletic track, Indoor cycling, Pilates studio, Sauna",Galicia,,"fitness center, Torron, O (Carballiño, O), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Sauna"": true}}",99,O Carballiño,,
Centro Social de Pastoriza,,,"Rúa Malveira, 15140 Pastoriza, A Coruña",15140.0,43.331287,-8.463723,,"https://www.google.com/maps/place/Centro+Social+de+Pastoriza/@43.331286999999996,-8.463723,14z/data=!4m8!1m2!2m1!1sCentro+Social+de+Pastoriza!3m4!1s0xd2e7d9fcbfb49d1:0x8c3e2545bdb6934e!8m2!3d43.331286999999996!4d-8.463723",ChIJ0Un7y599Lg0RTpO2vUUlPow,Gimnasio,Gym,Gym,Galicia,,"fitness center, Pastoriza, A (Casco Urbano), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",100,La Coruña,,
