id,nombre,municipio,comarca,provincia,direccion,codigo_postal,sector,tipo_instalacion,subtipo_instalacion,area_actividad,telefono,web_link,latitude,longitude,descripcion,maps_link,place_id,otro1,otro2,otro3
1823,Casa do Pobo de Castrelo de Cima,Riós,Verín,Ourense,"32610 Castrelo de Cima, Province of Ourense",32610.0,Centro cultural,Cultural center,Cultural center,nan,nan,nan,41.9644999,-7.2069164,nan,"https://www.google.com/maps/place/Casa+do+Pobo+de+Castrelo+de+Cima/@41.9644999,-7.2069164,14z/data=!4m8!1m2!2m1!1sCasa+do+Pobo+de+Castrelo+de+Cima!3m4!1s0xd3af398095210b7:0x1580dee58ead00dd!8m2!3d41.9644999!4d-7.2069164",ChIJtxBSCZjzOg0R3QCtjuXegBU,"fitness center, Castrelo De Abaixo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1825,Saudeter S L U,Verín,Verín,Ourense,"Av. de Castilla, 135, 32600 Verín, Province of Ourense",32600.0,Organizador de eventos,Event planner,"Event planner, Adventure sports, Children's amusement center, Software company, Sports medicine clinic, Wellness center",nan,+34 988 41 07 67,http://www.saudeter.com/,41.9440898,-7.4236885,nan,"https://www.google.com/maps/place/Saudeter+S+L+U/@41.9440898,-7.4236885,14z/data=!4m8!1m2!2m1!1sSaudeter+S+L+U!3m4!1s0xd3ac1df3915b23f:0x61e02fd277a4f26!8m2!3d41.9440898!4d-7.4236885",ChIJP7IVOd_BOg0RJk96J_0CHgY,"fitness center, Castrelo De Abaixo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Gender-neutral toilets"": true}}",nan
1826,TRY Fitness Box,Vigo,Vigo,Pontevedra,"Rúa do Areal, 140, Santiago de Vigo, 36201 Vigo, Pontevedra",36201.0,Gimnasio,Gymnastics center,Gymnastics center,nan,nan,https://www.instagram.com/tryfitness._/?hl=es,42.2392713,-8.7105477,nan,"https://www.google.com/maps/place/TRY+Fitness+Box/@42.2392713,-8.7105477,14z/data=!4m8!1m2!2m1!1sTRY+Fitness+Box!3m4!1s0xd2f635ad0e66aeb:0xa830894e01a7202f!8m2!3d42.2392713!4d-8.7105477",ChIJ62rm0FpjLw0RLyCnAU6JMKg,"fitness center, Varille, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1827,CASA MIRADOR REZA ALOJAMIENTO TERMAS,Ourense,Orense,Ourense,"Rúa do Portalón, 14, 32002 A Granxa, Ourense",32002.0,hotels,Hotel,"Hotel, Apartment building, Holiday apartment rental, Love hotel, Resort hotel, Holiday apartment",nan,+34 667 82 96 10,http://www.casamiradorreza.com/,42.3493214,-7.8900989,nan,"https://www.google.com/maps/place/CASA+MIRADOR+REZA+ALOJAMIENTO+TERMAS/@42.3493214,-7.8900989,14z/data=!4m8!1m2!2m1!1sCASA+MIRADOR+REZA+ALOJAMIENTO+TERMAS!3m4!1s0xd2ff9c0079924dd:0x74c62044dca75286!8m2!3d42.3493214!4d-7.8900989",ChIJ3SSZB8D5Lw0RhlKn3EQgxnQ,"swimming pool, Estrada De Reza (Reza-Ourense), Galicia, ES","{""Other"": {""Free Wi-Fi"": true, ""Free parking"": true, ""Air-conditioned"": true, ""Wi-Fi"": true, ""Star rating"": null, ""Check-out time"": ""12:00"", ""Check-in time"": ""16:00""}, ""Amenities"": {""Free Wi-Fi"": true}}",nan
1828,Amoeiro Piscina-bar,Amoeiro,Orense,Ourense,"32170 Costademonte, Province of Ourense",32170.0,bars,Sports bar,Sports bar,nan,+34 988 28 10 00,https://www.facebook.com/amoeiropiscinabar/,42.4090891,-7.9607414,nan,"https://www.google.com/maps/place/Amoeiro+Piscina-bar/@42.409089099999996,-7.9607414,14z/data=!4m8!1m2!2m1!1sAmoeiro+Piscina-bar!3m4!1s0xd2ff14f1a0c7ddd:0xc43bcaa01cee387c!8m2!3d42.409089099999996!4d-7.9607414",ChIJ3X0MGk_xLw0RfDjuHKDKO8Q,"swimming pool, Estrada De Reza (Reza-Ourense), Galicia, ES","{""Service options"": {""Outdoor seating"": true, ""Dine-in"": true}, ""Highlights"": {""Bar games"": true, ""Great cocktails"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Cocktails"": true, ""Food"": true, ""Food at bar"": true, ""Spirits"": true, ""Wine"": true}, ""Dining options"": {""Seating"": true}, ""Amenities"": {""Toilets"": true}, ""Atmosphere"": {""Casual"": true, ""Cosy"": true}, ""Crowd"": {""Groups"": true}}",nan
1829,Praia fluvial dos Prados,A Lama,Pontevedra,Pontevedra,"Lugar Picarzos, 1H, 36836 Ponferrada, Pontevedra",36836.0,Parque acuático,Water park,Water park,nan,nan,https://www.galiciamaxica.eu/galicia/pontevedra/comarca-de-pontevedra/a-lama/prados/,42.3863487,-8.3640527,nan,"https://www.google.com/maps/place/Praia+fluvial+dos+Prados/@42.3863487,-8.3640527,14z/data=!4m8!1m2!2m1!1sPraia+fluvial+dos+Prados!3m4!1s0xd2f85cf31ebc49f:0xff4902d04101cb84!8m2!3d42.3863487!4d-8.3640527",ChIJn8TrMc-FLw0RhMsBQdACSf8,"swimming pool, Pradobo, Galicia, ES","{""Amenities"": {""Restaurant"": false}, ""Children"": {""Good for kids"": true}}",nan
1830,Piscina municipal de Cortegada,Cortegada,Ribeiro,Ourense,"Lugar Cortegada, 22, 32200 Cortegada, Ourense",32200.0,Piscina,Swimming pool,Swimming pool,nan,+34 988 48 30 01,nan,42.2001254,-8.1734479,nan,"https://www.google.com/maps/place/Piscina+municipal+de+Cortegada/@42.2001254,-8.1734479,14z/data=!4m8!1m2!2m1!1sPiscina+municipal+de+Cortegada!3m4!1s0xd2561d406492f27:0xe56787206da4f6ca!8m2!3d42.2001254!4d-8.1734479",ChIJJy9JBtRhJQ0RyvakbSCHZ-U,"swimming pool, Pradobo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1832,Centro Deportivo Nova Saude,Cariño,Ortegal,A Coruña,"Rúa Manuel Fraga Iribarne, 35, 15360 Cariño, A Coruña",15360.0,Gimnasio,Gymnastics center,Gymnastics center,nan,+34 698 14 85 58,http://www.novasaudecentrodeportivo.blogspot.com/.,43.7405278,-7.867168599999999,nan,"https://www.google.com/maps/place/Centro+Deportivo+Nova+Saude/@43.740527799999995,-7.867168599999999,14z/data=!4m8!1m2!2m1!1sCentro+Deportivo+Nova+Saude!3m4!1s0xd2df766566d466f:0x25cb9387f20be351!8m2!3d43.740527799999995!4d-7.867168599999999",ChIJb0ZtVmb3LQ0RUeML8oeTyyU,"fitness center, Arnois (San Xiao), Galicia, ES","{""Children"": {""Good for kids"": true}}",nan
1833,S.A.C. SPORT&PILATES CENTER,Santiago de Compostela,Santiago,A Coruña,"Av. de Romero Donallo, 21, Bajo, 15706 Santiago de Compostela, A Coruña",15706.0,Entrenador personal,Personal trainer,Personal trainer,nan,+34 654 72 13 56,nan,42.8716063,-8.5509221,nan,"https://www.google.com/maps/place/S.A.C.+SPORT%26PILATES+CENTER/@42.871606299999996,-8.5509221,14z/data=!4m8!1m2!2m1!1sS.A.C.+SPORT%26PILATES+CENTER!3m4!1s0xd2eff4bace1efd1:0xdeb080065250225b!8m2!3d42.871606299999996!4d-8.5509221",ChIJ0e_hrEv_Lg0RWyJQUgaAsN4,"fitness center, Arnois (San Xiao), Galicia, ES","{""Service options"": {""On-site services"": true, ""Online classes"": false}, ""Amenities"": {""Toilets"": true}}",nan
1834,Galicia Pilates Studio Milladoiro,Ames,Santiago,A Coruña,"Rúa das Palmeiras, 23, 15895 Ames, A Coruña",15895.0,Centro de pilates,Pilates studio,Pilates studio,nan,+34 638 82 72 57,https://www.galiciapilates.es/,42.8484677,-8.5827767,nan,"https://www.google.com/maps/place/Galicia+Pilates+Studio+Milladoiro/@42.8484677,-8.5827767,14z/data=!4m8!1m2!2m1!1sGalicia+Pilates+Studio+Milladoiro!3m4!1s0xd2f031783584383:0x67bbb9edd3d117b3!8m2!3d42.8484677!4d-8.5827767",ChIJg0NYgxcDLw0RsxfR0-25u2c,"fitness center, Arnois (San Xiao), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Membership required"": true}}",nan
1835,Fran Raido,Pontevedra,Pontevedra,Pontevedra,"Praza Campolongo, 10, 36003 Pontevedra",36003.0,Entrenador personal,Personal trainer,Personal trainer,nan,+34 600 51 17 72,https://franraido.virtuagym.com/,42.4254785,-8.647509099999999,nan,"https://www.google.com/maps/place/Fran+Raido/@42.4254785,-8.647509099999999,14z/data=!4m8!1m2!2m1!1sFran+Raido!3m4!1s0xd2f71ce7462ad5b:0xe8967751cd0816b2!8m2!3d42.4254785!4d-8.647509099999999",ChIJW61idM5xLw0RshYIzVF3lug,"fitness center, Arnois (San Xiao), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}}",nan
1836,Pista Polideportiva,Porto do Son,Noia,A Coruña,"Lugar Novas, 61, 15994 Porto do Son, A Coruña",15994.0,Athletic park,Athletic park,Athletic park,nan,nan,nan,42.6140468,-9.0335774,nan,"https://www.google.com/maps/place/Pista+Polideportiva/@42.6140468,-9.0335774,14z/data=!4m8!1m2!2m1!1sPista+Polideportiva!3m4!1s0xd2f309298a55cd7:0xa2d8ce2c4960dfc8!8m2!3d42.6140468!4d-9.0335774",ChIJ11ylmJIwLw0RyN9gSSzO2KI,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES",{},nan
1837,Paseo Basoñas,Porto do Son,Noia,A Coruña,"Unnamed Road, 15994, Porto do Son, A Coruña",15994.0,Zona de senderismo,Hiking area,Hiking area,nan,nan,nan,42.6221546,-9.0499771,nan,"https://www.google.com/maps/place/Paseo+Baso%C3%B1as/@42.622154599999995,-9.0499771,14z/data=!4m8!1m2!2m1!1sPaseo+Baso%C3%B1as!3m4!1s0xd2f3138d7076b2f:0x841b47d903e13247!8m2!3d42.622154599999995!4d-9.0499771",ChIJL2sH1zgxLw0RRzLhA9lHG4Q,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Activities"": {""Hiking"": true}, ""Children"": {""Good for kids"": true, ""Kid-friendly hikes"": true}, ""Pets"": {""Dogs allowed"": true}}",nan
1838,SaúdeSport Barbanza,Porto do Son,Noia,A Coruña,"Rúa Igrexa, 29, Baixo, 15970 Porto do Son, A Coruña",15970.0,Clínica de fisioterapia,Physical therapy clinic,Physical therapy clinic,nan,+34 630 45 65 16,https://saudesport.com/,42.7257537,-9.0008506,nan,"https://www.google.com/maps/place/Sa%C3%BAdeSport+Barbanza/@42.7257537,-9.0008506,14z/data=!4m8!1m2!2m1!1sSa%C3%BAdeSport+Barbanza!3m4!1s0xd2f2546a405ff25:0x6f463c094fabc2ef!8m2!3d42.7257537!4d-9.0008506",ChIJJf8FpEYlLw0R78KrTwk8Rm8,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}, ""Planning"": {""Accepts new patients"": true}}",nan
1839,Pavillón Municipal dos Deportes Náuticos,O Grove,Salnés,Pontevedra,"O Grove, Pontevedra",nan,Sports complex,Sports complex,Sports complex,nan,+34 986 73 32 93,nan,42.4954058,-8.8591549,nan,"https://www.google.com/maps/place/Pavill%C3%B3n+Municipal+dos+Deportes+N%C3%A1uticos/@42.4954058,-8.8591549,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+Municipal+dos+Deportes+N%C3%A1uticos!3m4!1s0xd2f4047684a4b73:0x95f20906f97385c2!8m2!3d42.4954058!4d-8.8591549",ChIJc0tKaEdALw0RwoVz-QYJ8pU,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1840,Polideportivo de Sirves,Ribeira,Barbanza,A Coruña,"Lugar Sirves, 57, 15969 Sirves, A Coruña",15969.0,Polideportivo,Sports complex,Sports complex,nan,nan,nan,42.5880337,-9.0264742,nan,"https://www.google.com/maps/place/Polideportivo+de+Sirves/@42.5880337,-9.0264742,14z/data=!4m8!1m2!2m1!1sPolideportivo+de+Sirves!3m4!1s0xd2f30b2feef5cab:0x93f98f02e7e41eec!8m2!3d42.5880337!4d-9.0264742",ChIJq1zv_rIwLw0R7B7k5wKP-ZM,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1841,Lagoa de San Pedro de Muro,Error,Noia,Error,"Porto do Son, A Coruña",nan,nan,Lake,Lake,nan,nan,nan,42.6265366,-9.0412158,nan,"https://www.google.com/maps/place/Lagoa+de+San+Pedro+de+Muro/@42.6265366,-9.0412158,14z/data=!4m8!1m2!2m1!1sLagoa+de+San+Pedro+de+Muro!3m4!1s0xd2f305be3a07fc3:0xe3dca863197f82bf!8m2!3d42.6265366!4d-9.0412158",ChIJw3-g41swLw0Rv4J_GWOo3OM,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES",{},nan
1842,Pista Polideportiva de A Barquiña,Noia,Noia,A Coruña,"Estrada Barquiña, 0, 15200 Noia, A Coruña",15200.0,Polideportivo,Sports complex,Sports complex,nan,+34 981 82 01 58,nan,42.799454,-8.8947181,nan,"https://www.google.com/maps/place/Pista+Polideportiva+de+A+Barqui%C3%B1a/@42.799454,-8.8947181,14z/data=!4m8!1m2!2m1!1sPista+Polideportiva+de+A+Barqui%C3%B1a!3m4!1s0xd2f20e585c00ba3:0x89c9b1ff92afc670!8m2!3d42.799454!4d-8.8947181",ChIJowvAheUgLw0RcMavkv-xyYk,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1843,Pabellón Municipal Agustín Mourís de Noia,Noia,Noia,A Coruña,"s/n, Rúa Rosalía de Castro, 15200 Noia, A Coruña",15200.0,Polideportivo,Sports complex,Sports complex,nan,+34 981 82 34 12,nan,42.7866516,-8.8892059,nan,"https://www.google.com/maps/place/Pabell%C3%B3n+Municipal+Agust%C3%ADn+Mour%C3%ADs+de+Noia/@42.7866516,-8.8892059,14z/data=!4m8!1m2!2m1!1sPabell%C3%B3n+Municipal+Agust%C3%ADn+Mour%C3%ADs+de+Noia!3m4!1s0xd2f21037657d665:0xc71864c031dd5d65!8m2!3d42.7866516!4d-8.8892059",ChIJZdZXdgMhLw0RZV3dMcBkGMc,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1844,Pavillón Municipal Pablo Herbello Novas,Bueu,Morrazo,Pontevedra,"Calle Staffan Mörling, s/n, Rúa Staffan Morling, 36930 Bueu, Pontevedra",36930.0,Sports complex,Sports complex,Sports complex,nan,+34 986 32 44 67,nan,42.3196374,-8.7870311,nan,"https://www.google.com/maps/place/Pavill%C3%B3n+Municipal+Pablo+Herbello+Novas/@42.3196374,-8.7870311,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+Municipal+Pablo+Herbello+Novas!3m4!1s0xd2f66e37718c2f1:0x31021382a5dafa4b!8m2!3d42.3196374!4d-8.7870311",ChIJ8cIYd-NmLw0RS_rapYITAjE,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1845,Campo de Fútbol de Nebra (Do Prado),Porto do Son,Noia,A Coruña,"15978, A Coruña",15978.0,Campo de fútbol,Soccer field,Soccer field,nan,nan,nan,42.738388,-8.9745473,nan,"https://www.google.com/maps/place/Campo+de+F%C3%BAtbol+de+Nebra+%28Do+Prado%29/@42.738388,-8.9745473,14z/data=!4m8!1m2!2m1!1sCampo+de+F%C3%BAtbol+de+Nebra+%28Do+Prado%29!3m4!1s0xd2f2564c5878ef7:0x2a02663378a07bb4!8m2!3d42.738388!4d-8.9745473",ChIJ946HxWQlLw0RtHugeDNmAio,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1846,Pavillón polideportivo de Vilalonga,Sanxenxo,Salnés,Pontevedra,"36990, Pontevedra",36990.0,Complexo deportivo,Sports complex,Sports complex,nan,nan,nan,42.447862,-8.834024399999999,nan,"https://www.google.com/maps/place/Pavill%C3%B3n+polideportivo+de+Vilalonga/@42.447862,-8.834024399999999,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+polideportivo+de+Vilalonga!3m4!1s0xd2f6b46b7f18111:0xcc29bbfef41a110a!8m2!3d42.447862!4d-8.834024399999999",ChIJEYHxt0ZrLw0RChEa9P67Kcw,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1847,Pavillón Pilar Barreiro Senra,Lousame,Noia,A Coruña,"15214 A Silva, A Coruña",15214.0,Polideportivo,Sports complex,Sports complex,nan,+34 981 82 04 94,http://concellodelousame.gal/index.php/gl/areas-de-actuacion/deportes/instalacions#1,42.7721752,-8.8573968,nan,"https://www.google.com/maps/place/Pavill%C3%B3n+Pilar+Barreiro+Senra/@42.7721752,-8.8573968,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+Pilar+Barreiro+Senra!3m4!1s0xd2f21eac43f1aa1:0xd0a483dec12f8dcd!8m2!3d42.7721752!4d-8.8573968",ChIJoRo_xOohLw0RzY0vwd6DpNA,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1848,Polideportivo De Miraflores,Muros,Muros,A Coruña,"Aldea Miraflores, 195, 15250 Miraflores, A Coruña",15250.0,Polideportivo,Sports complex,Sports complex,nan,+34 981 76 21 52,nan,42.778179,-9.0622716,nan,"https://www.google.com/maps/place/Polideportivo+De+Miraflores/@42.778179,-9.062271599999999,14z/data=!4m8!1m2!2m1!1sPolideportivo+De+Miraflores!3m4!1s0xd2f29aa18b42141:0xbb10e0b55eccda8!8m2!3d42.778179!4d-9.062271599999999",ChIJQSG0GKopLw0RqM3sVQsOsQs,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1849,Polideportivo,Cee,Fisterra,A Coruña,"15298 Cee, A Coruña",15298.0,Polideportivo,Sports complex,Sports complex,nan,nan,nan,42.9481183,-9.1820383,nan,"https://www.google.com/maps/place/Polideportivo/@42.9481183,-9.1820383,14z/data=!4m8!1m2!2m1!1sPolideportivo!3m4!1s0xd2ed3c84cedc521:0x290ca1414cdec7de!8m2!3d42.9481183!4d-9.1820383",ChIJIcXtTMjTLg0R3sfeTEGhDCk,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1850,XIMNASIO NATURAL SPORT,Ribeira,Barbanza,A Coruña,"Av. Miguel Rodríguez Bautista, 40, bajo, 15960 Ribeira, A Coruña",15960.0,Gimnasio,Gymnastics center,"Gymnastics center, Taekwondo school",nan,+34 981 87 40 84,http://www.naturalsport.es/,42.5582863,-8.994290699999999,nan,"https://www.google.com/maps/place/XIMNASIO+NATURAL+SPORT/@42.5582863,-8.994290699999999,14z/data=!4m8!1m2!2m1!1sXIMNASIO+NATURAL+SPORT!3m4!1s0xd2f39c893e7e2e7:0xd1cd8b3754082036!8m2!3d42.5582863!4d-8.994290699999999",ChIJ5-Lnk8g5Lw0RNiAIVDeLzdE,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible car park"": false}, ""Children"": {""Good for kids"": true}}",nan
1851,Tres Sesenta,Porto do Son,Noia,A Coruña,"R. Horta das Romeras, 20, 15970 Porto do Son, A Coruña",15970.0,Comercio,Store,Store,nan,nan,nan,42.7238112,-9.0046322,nan,"https://www.google.com/maps/place/Tres+Sesenta/@42.7238112,-9.0046322,14z/data=!4m8!1m2!2m1!1sTres+Sesenta!3m4!1s0xd2f25f329e911e3:0x19a6c5866e516cc4!8m2!3d42.7238112!4d-9.0046322",ChIJ4xHpKfMlLw0RxGxRbobFphk,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Service options"": {""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Payments"": {""Credit cards"": true}}",nan
1852,Surf House As Furnas,Porto do Son,Noia,A Coruña,"Agra, 66, 15995 Porto do Son, A Coruña",15995.0,hotels,Hotel,"Hotel, Surf school, Yoga studio",nan,+34 634 69 04 55,http://www.surfhouseasfurnas.com/,42.6359388,-9.0237659,"Unpretentious rooms in a relaxed guesthouse offering an outdoor pool, a shared kitchen & 2 terraces.","https://www.google.com/maps/place/Surf+House+As+Furnas/@42.6359388,-9.023765899999999,14z/data=!4m8!1m2!2m1!1sSurf+House+As+Furnas!3m4!1s0xd2f30701f37fd09:0xea801c5a619fd01d!8m2!3d42.6359388!4d-9.023765899999999",ChIJCf03H3AwLw0RHdCfYVocgOo,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Other"": {""Pool"": true, ""Free parking"": true, ""Free Wi-Fi"": true, ""Breakfast"": true, ""Star rating"": null, ""Check-out time"": ""12:00"", ""Check-in time"": ""14:00""}, ""Amenities"": {""Free Wi-Fi"": true}}",nan
1853,Centro deportivo Ludus,Outes,Noia,A Coruña,"CP-6201, 6, 15236 Outes, A Coruña",15236.0,Gimnasio de boxeo Muay Thai,Muay Thai boxing gym,Muay Thai boxing gym,nan,+34 616 06 28 43,nan,42.8306092,-8.9003648,nan,"https://www.google.com/maps/place/Centro+deportivo+Ludus/@42.8306092,-8.9003648,14z/data=!4m8!1m2!2m1!1sCentro+deportivo+Ludus!3m4!1s0xd2edfdaa159695d:0x5c5c61dc0795e549!8m2!3d42.8306092!4d-8.9003648",ChIJXWlZodrfLg0RSeWVB9xhXFw,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",nan
1854,Centro de Deportes de Raqueta,Ribeira,Barbanza,A Coruña,"15968 Ribeira, A Coruña",15968.0,Centro deportivo,Fitness center,Fitness center,nan,nan,nan,42.5686913,-8.9833078,nan,"https://www.google.com/maps/place/Centro+de+Deportes+de+Raqueta/@42.5686913,-8.9833078,14z/data=!4m8!1m2!2m1!1sCentro+de+Deportes+de+Raqueta!3m4!1s0xd2f39bd9709fdf9:0x3fba168f62045604!8m2!3d42.5686913!4d-8.9833078",ChIJ-f0Jl705Lw0RBFYEYo8Wuj8,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",nan
1855,Pavillón Municipal Monte da Vila,O Grove,Salnés,Pontevedra,"Rúa Monte da Vila, 2, 36980 O Grove, Pontevedra",36980.0,Complexo deportivo,Sports complex,Sports complex,nan,nan,http://www.concellodogrove.com/,42.49183,-8.863128999999999,nan,"https://www.google.com/maps/place/Pavill%C3%B3n+Municipal+Monte+da+Vila/@42.49183,-8.863128999999999,14z/data=!4m8!1m2!2m1!1sPavill%C3%B3n+Municipal+Monte+da+Vila!3m4!1s0xd2f40461caeeb19:0xe5076748ede6888a!8m2!3d42.49183!4d-8.863128999999999",ChIJGeuuHEZALw0Riojm7UhnB-U,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",nan
1856,O Recuncho do Ben-Estar,Muros,Muros,A Coruña,"Aldea Ribeira de Maio, 15240 Esteiro, A Coruña",15240.0,Centro de yoga,Yoga studio,Yoga studio,nan,+34 633 28 39 39,nan,42.7945145,-8.9795155,nan,"https://www.google.com/maps/place/O+Recuncho+do+Ben-Estar/@42.7945145,-8.9795155,14z/data=!4m8!1m2!2m1!1sO+Recuncho+do+Ben-Estar!3m4!1s0xd2f276f41da8725:0x70b2726125b437d6!8m2!3d42.7945145!4d-8.9795155",ChIJJYfaQW8nLw0R1je0JWFysnA,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Amenities"": {""Gender-neutral toilets"": true, ""Toilets"": true}}",nan
1857,Skatepark - Portonovo,Sanxenxo,Salnés,Pontevedra,"36979 Portonovo, Pontevedra",36979.0,attractions,Skateboard park,Skateboard park,nan,+34 986 72 00 75,https://srskateparks.com/skatepark-sanxenxo/,42.3992544,-8.8246413,nan,"https://www.google.com/maps/place/Skatepark+-+Portonovo/@42.3992544,-8.8246413,14z/data=!4m8!1m2!2m1!1sSkatepark+-+Portonovo!3m4!1s0xd2f6943fd0df291:0x3c560fe4b902bf4f!8m2!3d42.3992544!4d-8.8246413",ChIJkfIN_UNpLw0RT78CueQPVjw,"sports complex, Basoñas (San Pedro De Muro-Porto Do Son), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Children"": {""Good for kids"": true}}",nan
1860,Pista De Patinaje,Lugo,Lugo,Lugo,"Av. Rodríguez Mourelo, 1, 27002 Lugo",27002.0,Pista de patinaje sobre ruedas,Roller skating rink,Roller skating rink,nan,+34 982 27 65 12,nan,43.005811,-7.557514599999999,nan,"https://www.google.com/maps/place/Pista+De+Patinaje/@43.005811,-7.557514599999999,14z/data=!4m8!1m2!2m1!1sPista+De+Patinaje!3m4!1s0xd31ce83313441ad:0xc6f60e76af14972!8m2!3d43.005811!4d-7.557514599999999",ChIJrUE0MYPOMQ0Rcknxaudgbww,"sports complex, Loentia, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",nan
1861,Billares Anviar,Lugo,Lugo,Lugo,"Ronda del Carmen, 68 BAJO, 27004 Lugo",27004.0,Sala de billares,Pool hall,Pool hall,nan,+34 982 21 43 18,http://www.anviar.com/,43.011491,-7.5656418,nan,"https://www.google.com/maps/place/Billares+Anviar/@43.011491,-7.5656418,14z/data=!4m8!1m2!2m1!1sBillares+Anviar!3m4!1s0xd31cfa64714da5d:0xe357dca19cdc9df9!8m2!3d43.011491!4d-7.5656418",ChIJXdoUR6bPMQ0R-Z3cnKHcV-M,"sports complex, Loentia, Galicia, ES","{""Offerings"": {""Alcohol"": true, ""Beer"": true, ""Spirits"": true}, ""Amenities"": {""Bar on site"": true, ""Toilets"": true}, ""Atmosphere"": {""Casual"": true}, ""Crowd"": {""Groups"": true}}",nan
