id,nombre,municipio,comarca,provincia,direccion,codigo_postal,sector,tipo_instalacion,subtipo_instalacion,area_actividad,telefono,web_link,latitude,longitude,descripcion,maps_link,place_id,otro1,otro2,otro3
2254,Experiencia satnam,Mos,Vigo,Pontevedra,"Cam. de la Iglesia, 4, 36416 Tameiga, Pontevedra",36416.0,Instalaciones deportivas,Yoga studio,Yoga studio,,+34 618 41 97 17,http://www.experienciasatnam.es/,42.2016882,-8.647232599999999,,"https://www.google.com/maps/place/Experiencia+satnam/@42.2016882,-8.647232599999999,14z/data=!4m8!1m2!2m1!1sExperiencia+satnam!3m4!1s0xd25877caab6cdad:0xaf4a34a86d2ee84d!8m2!3d42.2016882!4d-8.647232599999999",ChIJrc22qnyHJQ0RTegubag0Sq8,"fitness center, Saxamonde (San Roman), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Gender-neutral toilets"": true, ""Toilets"": true, ""Wi-Fi"": true, ""Swimming pool"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",
2257,Caledonia Yoga,Vigo,Vigo,Pontevedra,"Rúa do Conde de Torrecedeira, 26, 36202 Vigo, Pontevedra",36202.0,Instalaciones deportivas,Yoga studio,"Yoga studio, School",,+34 604 02 48 69,http://caledoniayoga.com/,42.2332016,-8.7318308,,"https://www.google.com/maps/place/Caledonia+Yoga/@42.2332016,-8.7318308,14z/data=!4m8!1m2!2m1!1sCaledonia+Yoga!3m4!1s0xd2f6216ab03f3ab:0xd68c685e25fa9c97!8m2!3d42.2332016!4d-8.7318308",ChIJq_MDqxZiLw0Rl5z6JV5ojNY,"fitness center, Saxamonde (San Roman), Galicia, ES","{""Service options"": {""Online classes"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Amenities"": {""Toilets"": true}}",
2260,Mio Saúde,Vigo,Vigo,Pontevedra,"Rúa do Pintor Colmeiro, 12, Freixeiro, 36211 Vigo, Pontevedra",36211.0,Instalaciones deportivas,Gym,Gym,,,,42.2244879,-8.7275289,,"https://www.google.com/maps/place/Mio+Sa%C3%BAde/@42.2244879,-8.7275289,14z/data=!4m8!1m2!2m1!1sMio+Sa%C3%BAde!3m4!1s0xd2f63bc137c069b:0x9763f5e06d274538!8m2!3d42.2244879!4d-8.7275289",ChIJmwZ8E7xjLw0ROEUnbeD1Y5c,"fitness center, Saxamonde (San Roman), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
2262,Savia Yoga Integral,Vigo,Vigo,Pontevedra,"Rúa de Bolivia, 20, 1ºB, Santiago de Vigo, 36204 Vigo, Pontevedra",36204.0,Instalaciones deportivas,Yoga studio,Yoga studio,,+34 646 28 17 46,https://saviayogaintegral.com/,42.2310227,-8.718089899999999,,"https://www.google.com/maps/place/Savia+Yoga+Integral/@42.2310227,-8.718089899999999,14z/data=!4m8!1m2!2m1!1sSavia+Yoga+Integral!3m4!1s0xd2f6358da95f34f:0x4f0afa574791167!8m2!3d42.2310227!4d-8.718089899999999",ChIJT_OV2lhjLw0RZxF5dKWv8AQ,"fitness center, Saxamonde (San Roman), Galicia, ES","{""Service options"": {""On-site services"": true, ""Online classes"": false}, ""Amenities"": {""Toilets"": true}}",
2263,AB Active Balance,Vigo,Vigo,Pontevedra,"Rúa do Príncipe, 22, 4º, 62, Santiago de Vigo, 36202 Vigo, Pontevedra",36202.0,Instalaciones deportivas,Gymnastics center,Gymnastics center,,+34 621 08 72 77,https://www.instagram.com/ab.activebalance%3Figsh%3DMmRxemE4YWNwa212,42.2370068,-8.7235865,,"https://www.google.com/maps/place/AB+Active+Balance/@42.237006799999996,-8.7235865,14z/data=!4m8!1m2!2m1!1sAB+Active+Balance!3m4!1s0xd2f63f2af400bb1:0xb11877183a73e7ac!8m2!3d42.237006799999996!4d-8.7235865",ChIJsQtAr_JjLw0RrOdzOhh3GLE,"fitness center, Saxamonde (San Roman), Galicia, ES",{},
2270,Körper Study Pilates,Culleredo,La Coruña,A Coruña,"Rúa Sanjurjo Carricarte, n° 7, entresuelo, 15670 O Burgo, A Coruña",15670.0,Instalaciones deportivas,Pilates studio,Pilates studio,,+34 606 60 61 56,https://korper-study-pilates.negocio.site/?utm_source=gmb,43.3154693,-8.366463399999999,,"https://www.google.com/maps/place/K%C3%B6rper+Study+Pilates/@43.3154693,-8.366463399999999,14z/data=!4m8!1m2!2m1!1sK%C3%B6rper+Study+Pilates!3m4!1s0xd2e65b366a8fd2f:0xd62e39b3dac41a4f!8m2!3d43.3154693!4d-8.366463399999999",ChIJL_2oZrNlLg0RTxrE2rM5LtY,"fitness center, Culleredo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible toilet"": true}, ""Amenities"": {""Toilets"": true}}",
2271,Campo de futbol do carballo U.D.Atios,O Porriño,Vigo,Pontevedra,"Lugar As Cavadas, 16, 36418 O Porriño, Pontevedra",36418.0,Instalaciones deportivas,Soccer field,Soccer field,,,,42.1447315,-8.6113377,,"https://www.google.com/maps/place/Campo+de+futbol+do+carballo+U.D.Atios/@42.1447315,-8.6113377,14z/data=!4m8!1m2!2m1!1sCampo+de+futbol+do+carballo+U.D.Atios!3m4!1s0xd25842bf06aca19:0x97b28dcc98f2f184!8m2!3d42.1447315!4d-8.6113377",ChIJGcpq8CuEJQ0RhPHymMyNspc,"sports complex, Eidos, Os (Atios), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2279,CD CÓRGOMO VILAMARTÍN,Vilamartín de Valdeorras,Valdeorras,Ourense,"32340 Vilamartín de Valdeorras, Province of Ourense",32340.0,Entidades deportivas,Athletic club,Athletic club,,+34 611 50 32 47,https://www.instagram.com/cdcorgomo/,42.4133937,-7.059255299999999,,"https://www.google.com/maps/place/CD+C%C3%93RGOMO+VILAMART%C3%8DN/@42.4133937,-7.059255299999999,14z/data=!4m8!1m2!2m1!1sCD+C%C3%93RGOMO+VILAMART%C3%8DN!3m4!1s0xd3087dcc352004f:0x5a58ead5aaa698d1!8m2!3d42.4133937!4d-7.059255299999999",ChIJTwBSw9yHMA0R0ZimqtXqWFo,"sports complex, Corgomo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2281,Pistas Deportivas,O Barco de Valdeorras,Valdeorras,Ourense,"32300 O Barco, Province of Ourense",32300.0,Instalaciones deportivas,Athletic park,Athletic park,,,,42.413948,-6.994711799999999,,"https://www.google.com/maps/place/Pistas+Deportivas/@42.413948,-6.994711799999999,14z/data=!4m8!1m2!2m1!1sPistas+Deportivas!3m4!1s0xd3083ab53e94df1:0x7a2e9c19ff0b414!8m2!3d42.413948!4d-6.994711799999999",ChIJ8U3pU6uDMA0RFLTwn8Hpogc,"sports complex, Corgomo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2282,Municipal De O Corgo,O Corgo,Lugo,Lugo,"27163 O Corgo, Lugo",27163.0,Instalaciones deportivas,Soccer field,Soccer field,,,,42.9368591,-7.4086298,,"https://www.google.com/maps/place/Municipal+De+O+Corgo/@42.9368591,-7.4086298,14z/data=!4m8!1m2!2m1!1sMunicipal+De+O+Corgo!3m4!1s0xd31b5cf9f82f1a1:0x562161a0337e9acf!8m2!3d42.9368591!4d-7.4086298",ChIJofGCn8-1MQ0Rz5p-M6BhIVY,"sports complex, Corgomo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2284,Club Ximnasia Rítmica Viravolta / Santiago de Compostela/ CLUB GIMNASIA RÍTMICA VIRAVOLTA,Santiago de Compostela,Santiago,A Coruña,"Rúa de Tras Santa Isabel, 15705 Santiago de Compostela, A Coruña",15705.0,Entidades deportivas,Sports club,Sports club,,+34 690 39 66 69,http://www.clubviravoltasantiago.com/,42.8862459,-8.5485785,,"https://www.google.com/maps/place/Club+Ximnasia+R%C3%ADtmica+Viravolta+%2F+Santiago+de+Compostela%2F+CLUB+GIMNASIA+R%C3%8DTMICA+VIRAVOLTA/@42.8862459,-8.5485785,14z/data=!4m8!1m2!2m1!1sClub+Ximnasia+R%C3%ADtmica+Viravolta+%2F+Santiago+de+Compostela%2F+CLUB+GIMNASIA+R%C3%8DTMICA+VIRAVOLTA!3m4!1s0xd2effceac449f79:0xafee5765fb6fac88!8m2!3d42.8862459!4d-8.5485785",ChIJeZ9ErM7_Lg0RiKxv-2VX7q8,"gym, Villamateo (Santiago), Galicia, ES","{""From the business"": {""Identifies as women-owned"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Crowd"": {""LGBTQ+ friendly"": true}, ""Other"": {""LGBTQ+ friendly"": true, ""Identifies as women-owned"": true}}",
2287,Ballet de Galicia,Marín,Morrazo,Pontevedra,"Rua Francisco Landin Pazos, 4, bajo, 36900 Marín, Pontevedra",36900.0,Instalaciones deportivas,Ballet school,Ballet school,,+34 637 43 59 78,http://balletdegalicia.com/,42.388925,-8.7020542,,"https://www.google.com/maps/place/Ballet+de+Galicia/@42.388925,-8.7020542,14z/data=!4m8!1m2!2m1!1sBallet+de+Galicia!3m4!1s0xd2f6f97bcfc0001:0x72f6c2668cf045be!8m2!3d42.388925!4d-8.7020542",ChIJAQD8vJdvLw0RvkXwjGbC9nI,"fitness center, Arealonga (Marin), Galicia, ES","{""Service options"": {""On-site services"": true, ""Online classes"": false}, ""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible toilet"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Children"": {""Good for kids"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",
2295,Águilas KRAV MAGA Noroeste,Pontevedra,Pontevedra,Pontevedra,"R. Joaquín Costa, 108, 36004 Pontevedra",36004.0,Instalaciones deportivas,Gymnastics center,"Gymnastics center, Martial arts school",,+34 616 23 84 96,,42.4268713,-8.634206599999999,,"https://www.google.com/maps/place/%C3%81guilas+KRAV+MAGA+Noroeste/@42.426871299999995,-8.634206599999999,14z/data=!4m8!1m2!2m1!1s%C3%81guilas+KRAV+MAGA+Noroeste!3m4!1s0xd2f7100821ad423:0x599b46dc9c646aa1!8m2!3d42.426871299999995!4d-8.634206599999999",ChIJI9QaggBxLw0RoWpknNxGm1k,"gym, Covelo (San Sebastian), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Planning"": {""Appointment required"": true}, ""Children"": {""Good for kids"": true}}",
2296,Pista Deportiva de Centro cultural,Ponteareas,Condado,Pontevedra,"36866 Maínza, Pontevedra",36866.0,Instalaciones deportivas,Fitness center,Fitness center,,,,42.2340528,-8.5262087,,"https://www.google.com/maps/place/Pista+Deportiva+de+Centro+cultural/@42.2340528,-8.5262087,14z/data=!4m8!1m2!2m1!1sPista+Deportiva+de+Centro+cultural!3m4!1s0xd2f7f07cce8b099:0x471aff5622737cda!8m2!3d42.2340528!4d-8.5262087",ChIJmbDozAd_Lw0R2nxzIlb_Gkc,"gym, Covelo (San Sebastian), Galicia, ES",{},
2297,Personal Training And Pilates Pontevedra,Pontevedra,Pontevedra,Pontevedra,"Rúa Eduardo Pondal, 36003 Pontevedra",36003.0,Entidades deportivas,Personal trainer,"Personal trainer, Fitness center, Pilates studio",,+34 692 20 53 56,https://www.facebook.com/Instructor.pilates.pontevedra/,42.4261945,-8.6378389,,"https://www.google.com/maps/place/Personal+Training+And+Pilates+Pontevedra/@42.4261945,-8.6378389,14z/data=!4m8!1m2!2m1!1sPersonal+Training+And+Pilates+Pontevedra!3m4!1s0xd2f71b6022a640d:0x4fef9b231ea407a9!8m2!3d42.4261945!4d-8.6378389",ChIJDWQqArZxLw0RqQekHiOb708,"gym, Covelo (San Sebastian), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": false, ""Wheelchair-accessible entrance"": false}, ""Amenities"": {""Toilets"": true}}",
2308,Comercial Espiñeiro,Taboadela,Orense,Ourense,"Calle Espiñeiro, S/N, Bajo, 32690 Taboadela, Province of Ourense",32690.0,Construcción de instalaciones,Building materials supplier,Building materials supplier,,+34 988 43 65 71,http://www.espineiro.es/,42.2505627,-7.829914299999999,,"https://www.google.com/maps/place/Comercial+Espi%C3%B1eiro/@42.250562699999996,-7.8299142999999995,14z/data=!4m8!1m2!2m1!1sComercial+Espi%C3%B1eiro!3m4!1s0xd2554fec36a0e1d:0x86570731d753f9af!8m2!3d42.250562699999996!4d-7.8299142999999995",ChIJHQ5qw_5UJQ0Rr_lT1zEHV4Y,"swimming pool, Espiñeiro (Taboadela), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}}",
2309,Multisport Verín,Verín,Verín,Ourense,"Rúa Irmáns Moreno, 19, 32600 Verín, Ourense",32600.0,Fabricación de artículos y téxtil,Sporting goods store,Sporting goods store,,+34 988 41 44 23,http://multisport.es/,41.9378365,-7.434065599999999,,"https://www.google.com/maps/place/Multisport+Ver%C3%ADn/@41.937836499999996,-7.434065599999999,14z/data=!4m8!1m2!2m1!1sMultisport+Ver%C3%ADn!3m4!1s0xd3aea74e842f603:0xcd019d9a13bdcb5f!8m2!3d41.937836499999996!4d-7.434065599999999",ChIJA_ZC6HTqOg0RX8u9E5qdAc0,"sports complex, Tintores (Verin), Galicia, ES","{""Service options"": {""Delivery"": true, ""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}, ""Payments"": {""Credit cards"": true, ""Debit cards"": true, ""NFC mobile payments"": true}}",
2310,Skatepark,Verín,Verín,Ourense,"Calle de la Canella Ciega, 113, 32627 Verín, Ourense",32627.0,Instalaciones deportivas,Athletic park,Athletic park,,,,41.93489,-7.42542,,"https://www.google.com/maps/place/Skatepark/@41.934889999999996,-7.42542,14z/data=!4m8!1m2!2m1!1sSkatepark!3m4!1s0xd3aebd8feb35a1d:0xe717451debfaa848!8m2!3d41.934889999999996!4d-7.42542",ChIJHVqz_tjrOg0RSKj66x1FF-c,"sports complex, Tintores (Verin), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2313,PISCINA MUNICIPAL BOQUEIXON,Boqueixón,Santiago,A Coruña,"15881 Boqueixón, A Coruña",15881.0,Entidades deportivas,Sports club,Sports club,,+34 636 73 17 21,https://www.boqueixon.gal/,42.825654,-8.4176366,,"https://www.google.com/maps/place/PISCINA+MUNICIPAL+BOQUEIXON/@42.825654,-8.4176366,14z/data=!4m8!1m2!2m1!1sPISCINA+MUNICIPAL+BOQUEIXON!3m4!1s0xd2fabaf68d78179:0xd75fb1f7321c763a!8m2!3d42.825654!4d-8.4176366",ChIJeYHXaK-rLw0ROnYcMvexX9c,"swimming pool, Boqueixon, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2327,Piscina pública municipal,Mazaricos,Xallas,A Coruña,"Calle Picota, 3, 15258 A Picota, A Coruña",15258.0,Instalaciones deportivas,Swimming pool,Swimming pool,,,,42.937518,-8.9880982,,"https://www.google.com/maps/place/Piscina+p%C3%BAblica+municipal/@42.937518,-8.9880982,14z/data=!4m8!1m2!2m1!1sPiscina+p%C3%BAblica+municipal!3m4!1s0xd2eda5f8036d14d:0x47a18e59b3fd0232!8m2!3d42.937518!4d-8.9880982",ChIJTdE2gF_aLg0RMgL9s1mOoUc,"swimming pool, Lesende (San Martiño De Lesende-Lousame), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2330,Club Nautico Deportivo Barraña de Boiro,Boiro,Barbanza,A Coruña,"PORTO DEPORTIVO S/N PERALTO ESCARABOTE, 15930 Boiro de Arriba, A Coruña",15930.0,Instalaciones deportivas,Marina,"Marina, Boat club, Sailing school, Sports school, Vocational school",,+34 981 84 73 05,https://cndb.es/,42.6378686,-8.9007088,,"https://www.google.com/maps/place/Club+Nautico+Deportivo+Barra%C3%B1a+de+Boiro/@42.6378686,-8.9007088,14z/data=!4m8!1m2!2m1!1sClub+Nautico+Deportivo+Barra%C3%B1a+de+Boiro!3m4!1s0xd2f3c8b22043221:0x2552ec0b7c5a1699!8m2!3d42.6378686!4d-8.9007088",ChIJITIEIos8Lw0RmRZafAvsUiU,"sports complex, Esteiro (Castro-Boiro), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2331,Campo de bolos de Triñans,Boiro,Barbanza,A Coruña,"Rua Triñanes, 15939 Boiro, A Coruña",15939.0,Instalaciones deportivas,Bowling alley,Bowling alley,,,,42.62586,-8.865946,,"https://www.google.com/maps/place/Campo+de+bolos+de+Tri%C3%B1ans/@42.625859999999996,-8.865946,14z/data=!4m8!1m2!2m1!1sCampo+de+bolos+de+Tri%C3%B1ans!3m4!1s0xd2f3dbb1a868a7d:0x5251b44e5eceb395!8m2!3d42.625859999999996!4d-8.865946",ChIJfYqGGrs9Lw0RlbPOXk60UVI,"sports complex, Esteiro (Castro-Boiro), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
2334,Malamia Taekwondo,Boiro,Barbanza,A Coruña,"Rúa Severo Ochoa, 4-6, 15930 Boiro, A Coruña",15930.0,Instalaciones deportivas,Taekwondo school,"Taekwondo school, Athletic club, Children's camp, Gym, Martial arts club, Martial arts school, Yoga studio",,,https://m.facebook.com/people/CLUB-Malamia-Taekwondo-Boiro/100075149779918/,42.646702,-8.881306,,"https://www.google.com/maps/place/Malamia+Taekwondo/@42.646702,-8.881306,14z/data=!4m8!1m2!2m1!1sMalamia+Taekwondo!3m4!1s0xd2f3db4dc48d34f:0x54a9156fb8d49c19!8m2!3d42.646702!4d-8.881306",ChIJT9NI3LQ9Lw0RGZzUuG8VqVQ,"sports complex, Esteiro (Castro-Boiro), Galicia, ES","{""Service options"": {""Online classes"": true, ""On-site services"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",
2335,Polideportivo Municipal,Rianxo,Barbanza,A Coruña,"Rúa Rosalía de Castro, 383, 15920 Rianxo, A Coruña",15920.0,Instalaciones deportivas,Sports complex,Sports complex,,,,42.6525416,-8.8169984,,"https://www.google.com/maps/place/Polideportivo+Municipal/@42.6525416,-8.8169984,14z/data=!4m8!1m2!2m1!1sPolideportivo+Municipal!3m4!1s0xd2f1763e29175fd:0xbf9db25f720dbb09!8m2!3d42.6525416!4d-8.8169984",ChIJ_XWR4mMXLw0RCbsNcl-ynb8,"sports complex, Esteiro (Castro-Boiro), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2336,"Pabellón Esteiro, Ferrol",Narón,Ferrol,A Coruña,"Rúa Río Sil, 13, 15578 Narón, A Coruña",15578.0,Entidades deportivas,Sports club,Sports club,,,,43.5105402,-8.1806204,,"https://www.google.com/maps/place/Pabell%C3%B3n+Esteiro%2C+Ferrol/@43.5105402,-8.1806204,14z/data=!4m8!1m2!2m1!1sPabell%C3%B3n+Esteiro%2C+Ferrol!3m4!1s0xd2ddf4399c4deed:0x3a7fe804950fe5b8!8m2!3d43.5105402!4d-8.1806204",ChIJ7d7EmUPfLQ0RuOUPlQTofzo,"sports complex, Esteiro (Castro-Boiro), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2337,Lume CrossFit Lugo,Lugo,Lugo,Lugo,"Rúa Mar Cantábrico, 23, Bajo, 27004 Lugo",27004.0,Instalaciones deportivas,Gym,Gym,,+34 604 01 48 74,http://www.lumecrossfit.com/,43.0209903,-7.569012,,"https://www.google.com/maps/place/Lume+CrossFit+Lugo/@43.0209903,-7.569012,14z/data=!4m8!1m2!2m1!1sLume+CrossFit+Lugo!3m4!1s0xd31cf3ff6da1ddb:0xe424a6b0915aa299!8m2!3d43.0209903!4d-7.569012",ChIJ2x3a9j_PMQ0RmaJakbCmJOQ,"fitness center, Vilacha De Mera, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Assistive hearing loop"": false, ""Wheelchair-accessible car park"": false}, ""Amenities"": {""Toilets"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",
2339,Boxing Club Cidade de Lugo,Lugo,Lugo,Lugo,"Polideportivo O Palomar, 27004 Lugo",27004.0,Instalaciones deportivas,Boxing gym,"Boxing gym, Boxing club, Gymnastics center",,+34 660 06 38 38,http://boxingclublugo.com/,43.004039,-7.572846299999999,,"https://www.google.com/maps/place/Boxing+Club+Cidade+de+Lugo/@43.004039,-7.572846299999999,14z/data=!4m8!1m2!2m1!1sBoxing+Club+Cidade+de+Lugo!3m4!1s0xd31ce7eff6c4dd9:0xed38fd6632c26c35!8m2!3d43.004039!4d-7.572846299999999",ChIJ2U1s_37OMQ0RNWzCMmb9OO0,"fitness center, Vilacha De Mera, Galicia, ES","{""Emergency help"": {""Accepts donations"": true, ""Needs volunteers"": true, ""Offers free products or services"": true}, ""Service options"": {""Online classes"": true, ""Outdoor services"": true, ""On-site services"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible seating"": true, ""Wheelchair-accessible toilet"": true, ""Assistive hearing loop"": false}, ""Amenities"": {""Child care"": true, ""Toilets"": true, ""Wi-Fi"": true, ""Swimming pool"": true}, ""Crowd"": {""LGBTQ+ friendly"": true, ""Transgender safe space"": true}, ""Planning"": {""Appointment required"": true, ""Membership required"": true}, ""Children"": {""Good for kids"": true}, ""Parking"": {""Free multi-storey car park"": true, ""Free of charge street parking"": true, ""Free parking lot"": true}, ""Other"": {""LGBTQ+ friendly"": true}}",
2342,Rocolugo,Lugo,Lugo,Lugo,"Av de los Deportes, s/n, 27004 Lugo",27004.0,Instalaciones deportivas,Rock climbing gym,Rock climbing gym,,+34 630 52 82 28,,43.003163,-7.569013099999999,,"https://www.google.com/maps/place/Rocolugo/@43.003163,-7.569013099999999,14z/data=!4m8!1m2!2m1!1sRocolugo!3m4!1s0xd31cf29fcb9d711:0x5c2138653d767690!8m2!3d43.003163!4d-7.569013099999999",ChIJEde5_CnPMQ0RkHZ2PWU4IVw,"fitness center, Vilacha De Mera, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2347,Piscina Fluvial Do Río Búbal,Carballedo,Chantada,Lugo,"27533 Carballedo, Lugo",27533.0,Instalaciones deportivas,Swimming facility,Swimming facility,,,,42.4553476,-7.7349118,,"https://www.google.com/maps/place/Piscina+Fluvial+Do+R%C3%ADo+B%C3%BAbal/@42.455347599999996,-7.7349118,14z/data=!4m8!1m2!2m1!1sPiscina+Fluvial+Do+R%C3%ADo+B%C3%BAbal!3m4!1s0xd301d7575fd9b47:0xf7273058a0b53065!8m2!3d42.455347599999996!4d-7.7349118",ChIJR5v9dXUdMA0RZTC1oFgwJ_c,"swimming pool, Anllo, Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
2348,Río Anllo,Abadín,Tierra Chá,Lugo,Lugo,,Delete,River,River,,,,43.3186218,-7.4919531,,"https://www.google.com/maps/place/R%C3%ADo+Anllo/@43.318621799999995,-7.4919531,14z/data=!4m8!1m2!2m1!1sR%C3%ADo+Anllo!3m4!1s0xd31ec69ac981d23:0xc2267af2afa71495!8m2!3d43.318621799999995!4d-7.4919531",ChIJIx2YrGnsMQ0RlRSnr_J6JsI,"swimming pool, Anllo, Galicia, ES",{},
2353,Pista de San Cristovo,Malpica de Bergantiños,Bergantiños,A Coruña,"Cerqueda, 15112 Cerqueda, A Coruña",15112.0,Instalaciones deportivas,Tennis court,Tennis court,,,,43.2802103,-8.8099894,,"https://www.google.com/maps/place/Pista+de+San+Cristovo/@43.2802103,-8.8099894,14z/data=!4m8!1m2!2m1!1sPista+de+San+Cristovo!3m4!1s0xd2e97bf4ad05cf7:0x9a38980f424310db!8m2!3d43.2802103!4d-8.8099894",ChIJ91zQSr-XLg0R2xBDQg-YOJo,"sports complex, Martixe (San Cristovo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible entrance"": true}}",
2354,Estadio Municipal ~ Verónica Boquete,Santiago de Compostela,Santiago,A Coruña,"15707 Municipality of Santiago de Compostela, A Coruña",15707.0,Instalaciones deportivas,Sports complex,Sports complex,,,,42.8830513,-8.5167976,,"https://www.google.com/maps/place/Estadio+Municipal+~+Ver%C3%B3nica+Boquete/@42.8830513,-8.5167976,14z/data=!4m8!1m2!2m1!1sEstadio+Municipal+~+Ver%C3%B3nica+Boquete!3m4!1s0xd2effba063ac46d:0x2eba0635f75f66ea!8m2!3d42.8830513!4d-8.5167976",ChIJbcQ6Brr_Lg0R6mZf9zUGui4,"sports complex, Martixe (San Cristovo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2356,"Pabellón municipal de Forcarei ""Paco Rubio""",Forcarei,Tabeirós - Tierra de Montes,Pontevedra,"Rúa tras Grupo Escolar, 2, 36550 Forcarei, Pontevedra",36550.0,Instalaciones deportivas,Sports complex,Sports complex,,,http://www.forcarei.net/,42.5855465,-8.354377,,"https://www.google.com/maps/place/Pabell%C3%B3n+municipal+de+Forcarei+%22Paco+Rubio%22/@42.5855465,-8.354377,14z/data=!4m8!1m2!2m1!1sPabell%C3%B3n+municipal+de+Forcarei+%22Paco+Rubio%22!3m4!1s0xd2fa258f3d38af1:0x78689aa362d041f7!8m2!3d42.5855465!4d-8.354377",ChIJ8YrT81iiLw0R90HQYqOaaHg,"sports complex, Martixe (San Cristovo), Galicia, ES","{""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",
2358,Club Tk Denodo Teo,Teo,Teo,A Coruña,"Travesía de Cacheiras, Nº29, portal 4, 15883 semisótano, A Coruña",15883.0,Instalaciones deportivas,Taekwondo school,"Taekwondo school, Martial arts school, Self defense school",,+34 687 35 97 91,http://www.facebook.com/ClubDeTaekwondoDenodo,42.8255209,-8.5434552,,"https://www.google.com/maps/place/Club+Tk+Denodo+Teo/@42.8255209,-8.5434552,14z/data=!4m8!1m2!2m1!1sClub+Tk+Denodo+Teo!3m4!1s0xd2f01deeedfb90b:0x87e278e98f8b349c!8m2!3d42.8255209!4d-8.5434552",ChIJC7nf7t4BLw0RnDSLj-l44oc,"fitness center, Poboa (San Simon De Ons-Cacheiras-Teo), Galicia, ES","{""Planning"": {""Appointment required"": true}}",
